dataset,n_subjects,n_records,n_tasks,modality of exp,type of exp,Type Subject,duration_hours_total,size,size_bytes,source,dataset_title,record_modality,nchans_set,sampling_freqs,license,doi
ds004122,0,0,0,,Unknown,Unknown,0,Unknown,38826707124.0,openneuro,BCIT Speed Control,eeg,"[{""val"": 74, ""count"": 63}]","[{""val"": 1024.0, ""count"": 63}]",CC0,doi:10.18112/openneuro.ds004122.v1.0.0
ds004123,0,0,0,,Unknown,Unknown,0,Unknown,18814102906.0,openneuro,BCIT Traffic Complexity,eeg,"[{""val"": 74, ""count"": 30}]","[{""val"": 1024.0, ""count"": 30}]",CC0,doi:10.18112/openneuro.ds004123.v1.0.0
ds004127,0,0,0,,Unknown,Unknown,0,Unknown,201353276068.0,openneuro,Somatosensory Cortex Rat DISC Data,ieeg,"[{""val"": 128, ""count"": 28}, {""val"": 102, ""count"": 9}, {""val"": 104, ""count"": 9}, {""val"": 110, ""count"": 9}, {""val"": 112, ""count"": 9}, {""val"": 105, ""count"": 6}, {""val"": 106, ""count"": 2}, {""val"": 111, ""count"": 1}]","[{""val"": 20000.0, ""count"": 73}]",CC0,doi:10.18112/openneuro.ds004127.v3.0.0
ds004147,0,0,0,,Unknown,Unknown,0,Unknown,4291179548.0,openneuro,Average Task Value,eeg,"[{""val"": 31, ""count"": 12}]","[{""val"": 1000.0, ""count"": 12}]",CC0,doi:10.18112/openneuro.ds004147.v1.0.2
ds004148,0,0,0,,Unknown,Unknown,0,Unknown,32936811897.0,openneuro,A test-retest resting and cognitive state EEG dataset,eeg,"[{""val"": 61, ""count"": 900}]","[{""val"": 500.0, ""count"": 900}]",CC0,doi:10.18112/openneuro.ds004148.v1.0.1
ds004151,0,0,0,,Unknown,Unknown,0,Unknown,24845636935.0,openneuro,"Effect of obesity on inhibitory control in preadolescents during stop-signal 
task. An event-related potentials study",eeg,"[{""val"": 128, ""count"": 57}]","[{""val"": 500.0, ""count"": 57}]",CC0,doi:10.18112/openneuro.ds004151.v1.0.0
ds004152,0,0,0,,Unknown,Unknown,0,Unknown,5118532675.0,openneuro,Drum Trainer,eeg,"[{""val"": 31, ""count"": 21}]","[{""val"": 1000.0, ""count"": 21}]",CC0,doi:10.18112/openneuro.ds004152.v1.1.2
ds004166,0,0,0,,Unknown,Unknown,0,Unknown,83074443348.0,openneuro,"Effects of Forward and Backward Span Trainings on Working Memory: Evidence from a Randomized, Controlled Trial",eeg,"[{""val"": null, ""count"": 213}]","[{""val"": null, ""count"": 213}]",CC0,doi:10.18112/openneuro.ds004166.v1.0.0
ds004194,0,0,0,,Unknown,Unknown,0,Unknown,62154439689.0,openneuro,Visual ECoG dataset,['ieeg'],"[{""val"": 265, ""count"": 66}, {""val"": 133, ""count"": 20}, {""val"": 173, ""count"": 20}, {""val"": 124, ""count"": 14}, {""val"": 140, ""count"": 12}, {""val"": 74, ""count"": 12}, {""val"": 206, ""count"": 12}, {""val"": 129, ""count"": 10}, {""val"": 160, ""count"": 10}, {""val"": 91, ""count"": 10}, {""val"": 111, ""count"": 10}, {""val"": 106, ""count"": 7}, {""val"": 61, ""count"": 6}]","[{""val"": 512.0, ""count"": 197}, {""val"": 2048.0, ""count"": 12}]",CC0,doi:10.18112/openneuro.ds004194.v3.0.0
ds004196,0,0,0,,Unknown,Unknown,0,Unknown,10022897658.0,openneuro,Bimodal dataset on Inner speech,eeg,"[{""val"": 64, ""count"": 4}]","[{""val"": 512.0, ""count"": 4}]",CC0,doi:10.18112/openneuro.ds004196.v2.0.2
ds004200,0,0,0,,Unknown,Unknown,0,Unknown,7740008000.0,openneuro,Temporal Scaling,eeg,"[{""val"": 37, ""count"": 20}]","[{""val"": 1000.0, ""count"": 20}]",CC0,doi:10.18112/openneuro.ds004200.v1.0.1
ds004212,0,0,0,,Unknown,Unknown,0,Unknown,255218599475.0,openneuro,THINGS-MEG,meg,"[{""val"": 310, ""count"": 470}, {""val"": null, ""count"": 30}]","[{""val"": 1200.0, ""count"": 470}, {""val"": null, ""count"": 30}]",CC0,doi:10.18112/openneuro.ds004212.v3.0.0
ds004229,0,0,0,,Unknown,Unknown,0,Unknown,1908935731.0,openneuro,amnoise,meg,"[{""val"": 332, ""count"": 2}, {""val"": null, ""count"": 1}]","[{""val"": 1200.0, ""count"": 2}, {""val"": null, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds004229.v1.0.3
ds004252,0,0,0,,Unknown,Unknown,0,Unknown,1392179512.0,openneuro,Rotation-tolerant representations elucidate the time course of high-level object processing,eeg,"[{""val"": 127, ""count"": 1}]","[{""val"": 1000.0, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds004252.v1.0.2
ds004256,0,0,0,,Unknown,Unknown,0,Unknown,19516271222.0,openneuro, Encoding of Sound Source Elevation in Human Cortex,eeg,"[{""val"": 64, ""count"": 53}]","[{""val"": 500.0, ""count"": 53}]",CC0,doi:10.18112/openneuro.ds004256.v1.0.5
ds004262,0,0,0,,Unknown,Unknown,0,Unknown,3728371669.0,openneuro,Continuous Feedback Processing,eeg,"[{""val"": 31, ""count"": 21}]","[{""val"": 1000.0, ""count"": 21}]",CC0,doi:10.18112/openneuro.ds004262.v1.0.0
ds004264,0,0,0,,Unknown,Unknown,0,Unknown,3546002190.0,openneuro,Steer the Ship,eeg,"[{""val"": 31, ""count"": 21}]","[{""val"": 1000.0, ""count"": 21}]",CC0,doi:10.18112/openneuro.ds004264.v1.1.0
ds004276,0,0,0,,Unknown,Unknown,0,Unknown,12467566742.0,openneuro,Auditory single word recognition in MEG,['meg'],"[{""val"": 193, ""count"": 19}]","[{""val"": 1000.0, ""count"": 19}]",CC0,doi:10.18112/openneuro.ds004276.v1.0.0
ds004278,0,0,0,,Unknown,Unknown,0,Unknown,82360041747.0,openneuro,Sustained Neural Representations of Personally Familiar People and Places During Cued Recall,meg,"[{""val"": null, ""count"": 120}, {""val"": 306, ""count"": 30}]","[{""val"": null, ""count"": 120}, {""val"": 1200.0, ""count"": 30}]",CC0,doi:10.18112/openneuro.ds004278.v1.0.1
ds004279,0,0,0,,Unknown,Unknown,0,Unknown,27082275332.0,openneuro,"Large Spanish EEG
",eeg,"[{""val"": 69, ""count"": 60}]","[{""val"": 1000.0, ""count"": 60}]",CC0,doi:10.18112/openneuro.ds004279.v1.1.2
ds004284,0,0,0,,Unknown,Unknown,0,Unknown,17562665263.0,openneuro,eeg-neuroforecasting,eeg,"[{""val"": 129, ""count"": 18}]","[{""val"": 1000.0, ""count"": 18}]",CC0,doi:10.18112/openneuro.ds004284.v1.0.0
ds004295,0,0,0,,Unknown,Unknown,0,Unknown,33829431825.0,openneuro,Reward gain and punishment avoidance reversal learning,eeg,"[{""val"": 66, ""count"": 26}]","[{""val"": 1024.0, ""count"": 25}, {""val"": 512.0, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds004295.v1.0.0
ds004306,0,0,0,,Unknown,Unknown,0,Unknown,84946324991.0,openneuro,EEG Semantic Imagination and Perception Dataset,['eeg'],"[{""val"": 128, ""count"": 15}]","[{""val"": 1024.0, ""count"": 15}]",CC0,doi:10.18112/openneuro.ds004306.v1.0.2
ds004315,0,0,0,,Unknown,Unknown,0,Unknown,10532286604.0,openneuro,"Mood Manipulation and PST, Experiment 1",eeg,"[{""val"": 66, ""count"": 50}]","[{""val"": 500.0, ""count"": 50}]",CC0,doi:10.18112/openneuro.ds004315.v1.0.0
ds004317,0,0,0,,Unknown,Unknown,0,Unknown,19639199295.0,openneuro,"Mood Manipulation and PST, Experiment 2",eeg,"[{""val"": 66, ""count"": 50}]","[{""val"": 500.0, ""count"": 50}]",CC0,doi:10.18112/openneuro.ds004317.v1.0.3
ds004324,0,0,0,,Unknown,Unknown,0,Unknown,2637688659.0,openneuro,ToonFaces,eeg,"[{""val"": 38, ""count"": 26}]","[{""val"": 500.0, ""count"": 26}]",CC0,doi:10.18112/openneuro.ds004324.v1.0.0
ds004330,0,0,0,,Unknown,Unknown,0,Unknown,165027293648.0,openneuro,"The spatiotemporal neural dynamics of object recognition for natural images and line drawings (MEG)
",meg,"[{""val"": 310, ""count"": 270}]","[{""val"": 1000.0, ""count"": 270}]",CC0,doi:10.18112/openneuro.ds004330.v1.0.0
ds004346,0,0,0,,Unknown,Unknown,0,Unknown,18062796553.0,openneuro,FLUX: A pipeline for MEG analysis,['meg'],"[{""val"": 343, ""count"": 2}, {""val"": null, ""count"": 1}]","[{""val"": 1000.0, ""count"": 2}, {""val"": null, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds004346.v1.0.8
ds004347,0,0,0,,Unknown,Unknown,0,Unknown,2890710076.0,openneuro,Symmetry perception and affective responses: a combined EEG/EMG study,['eeg'],"[{""val"": 72, ""count"": 24}]","[{""val"": 512.0, ""count"": 24}]",CC0,doi:10.18112/openneuro.ds004347.v1.0.0
ds004348,0,0,0,,Unknown,Unknown,0,Unknown,8793613791.0,openneuro,Ear-EEG Sleep Monitoring 2017 (EESM17),eeg,"[{""val"": 34, ""count"": 9}, {""val"": null, ""count"": 9}]","[{""val"": null, ""count"": 9}, {""val"": 200.0, ""count"": 9}]",CC0,doi:10.18112/openneuro.ds004348.v1.0.5
ds004350,0,0,0,,Unknown,Unknown,0,Unknown,10139679269.0,openneuro,Executive Functionning Study for Assessing the Effect of Neurofeedback,eeg,"[{""val"": 64, ""count"": 240}]","[{""val"": 256.0, ""count"": 240}]",CC0,doi:10.18112/openneuro.ds004350.v2.0.0
ds004356,0,0,0,,Unknown,Unknown,0,Unknown,228796285688.0,openneuro,Subcortical responses to music and speech are alike while cortical responses diverge,eeg,"[{""val"": 34, ""count"": 24}]","[{""val"": 10000.0, ""count"": 24}]",CC0,doi:10.18112/openneuro.ds004356.v2.2.1
ds004357,0,0,0,,Unknown,Unknown,0,Unknown,20769757800.0,openneuro,Features-EEG,eeg,"[{""val"": 63, ""count"": 16}]","[{""val"": 1000.0, ""count"": 16}]",CC0,doi:10.18112/openneuro.ds004357.v1.0.1
ds004362,0,0,0,,Unknown,Unknown,0,Unknown,8347280653.0,openneuro,EEG Motor Movement/Imagery Dataset,eeg,"[{""val"": 64, ""count"": 1526}]","[{""val"": 160.0, ""count"": 1490}, {""val"": 128.0, ""count"": 36}]",CC0,doi:10.18112/openneuro.ds004362.v1.0.0
ds004367,0,0,0,,Unknown,Unknown,0,Unknown,30039343360.0,openneuro,Meta-rdk: Raw EEG data,eeg,"[{""val"": 68, ""count"": 40}]","[{""val"": 1200.0, ""count"": 40}]",CC0,doi:10.18112/openneuro.ds004367.v1.0.2
ds004368,0,0,0,,Unknown,Unknown,0,Unknown,1045574363.0,openneuro,Meta-rdk: Preprocessed EEG data,eeg,"[{""val"": 63, ""count"": 40}]","[{""val"": 128.0, ""count"": 40}]",CC0,doi:10.18112/openneuro.ds004368.v1.0.2
ds004369,0,0,0,,Unknown,Unknown,0,Unknown,2182344547.0,openneuro,Blink-Pause-Relation (Competing Speaker Paradigm),eeg,"[{""val"": 7, ""count"": 41}]","[{""val"": 500.0, ""count"": 41}]",CC0,doi:10.18112/openneuro.ds004369.v1.0.1
ds004370,0,0,0,,Unknown,Unknown,0,Unknown,29584367694.0,openneuro,PRIOS,ieeg,"[{""val"": 133, ""count"": 7}, {""val"": 68, ""count"": 6}, {""val"": 64, ""count"": 2}]","[{""val"": 2048.0, ""count"": 15}]",CC0,doi:10.18112/openneuro.ds004370.v1.0.2
ds004381,0,0,0,,Unknown,Unknown,0,Unknown,8296777421.0,openneuro,Intraoperative EEG dataset during medianus-tibialis stimulation with 8 different rates,eeg,"[{""val"": 4, ""count"": 333}, {""val"": 8, ""count"": 47}, {""val"": 5, ""count"": 26}, {""val"": 7, ""count"": 26}, {""val"": 10, ""count"": 5}]","[{""val"": 20000.0, ""count"": 437}]",CC0,doi:10.18112/openneuro.ds004381.v1.0.2
ds004388,0,0,0,,Unknown,Unknown,0,Unknown,732879308990.0,openneuro,Somatosensory evoked potentials in the human spinal cord to mixed nerve stimulation,['eeg'],"[{""val"": 115, ""count"": 319}, {""val"": 114, ""count"": 80}]","[{""val"": 10000.0, ""count"": 399}]",CC0,doi:10.18112/openneuro.ds004388.v1.0.0
ds004389,0,0,0,,Unknown,Unknown,0,Unknown,404269591197.0,openneuro,Somatosensory evoked potentials in the human spinal cord to mixed and sensory nerve stimulation,['eeg'],"[{""val"": 90, ""count"": 260}]","[{""val"": 10000.0, ""count"": 260}]",CC0,doi:10.18112/openneuro.ds004389.v1.0.0
ds004395,0,0,0,,Unknown,Unknown,0,Unknown,9583322399138.0,openneuro,Penn Electrophysiology of Encoding and Retrieval Study (PEERS),['eeg'],"[{""val"": 129, ""count"": 4980}, {""val"": 137, ""count"": 1490}, {""val"": 144, ""count"": 11}, {""val"": 272, ""count"": 2}]","[{""val"": 500.0, ""count"": 4946}, {""val"": 2048.0, ""count"": 1466}, {""val"": 512.0, ""count"": 28}, {""val"": 250.0, ""count"": 17}, {""val"": 1000.0, ""count"": 15}, {""val"": 1024.0, ""count"": 11}]",CC0,doi:10.18112/openneuro.ds004395.v2.0.0
ds004398,0,0,0,,Unknown,Unknown,0,Unknown,1373056065.0,openneuro,planmemreplay,meg,"[{""val"": null, ""count"": 2}, {""val"": 272, ""count"": 1}]","[{""val"": null, ""count"": 2}, {""val"": 600.0, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds004398.v1.0.0
ds004408,0,0,0,,Unknown,Unknown,0,Unknown,20083249467.0,openneuro,"EEG responses to continuous naturalistic speech
",eeg,"[{""val"": 128, ""count"": 380}]","[{""val"": 512.0, ""count"": 380}]",CC0,doi:10.18112/openneuro.ds004408.v1.0.8
ds004444,0,0,0,,Unknown,Unknown,0,Unknown,52204973510.0,openneuro,The BMI-HDEEG dataset 1,eeg,"[{""val"": 129, ""count"": 465}]","[{""val"": 1000.0, ""count"": 465}]",CC0,doi:10.18112/openneuro.ds004444.v1.0.1
ds004446,0,0,0,,Unknown,Unknown,0,Unknown,31382983993.0,openneuro,The BMI-HDEEG dataset 2,eeg,"[{""val"": 129, ""count"": 237}]","[{""val"": 1000.0, ""count"": 237}]",CC0,doi:10.18112/openneuro.ds004446.v1.0.1
ds004447,0,0,0,,Unknown,Unknown,0,Unknown,22253513860.0,openneuro,The BMI-HDEEG dataset 3,eeg,"[{""val"": 129, ""count"": 418}]","[{""val"": 1000.0, ""count"": 418}]",CC0,doi:10.18112/openneuro.ds004447.v1.0.1
ds004448,0,0,0,,Unknown,Unknown,0,Unknown,40980947792.0,openneuro,The BMI-HDEEG dataset 4,eeg,"[{""val"": 129, ""count"": 280}]","[{""val"": 1000.0, ""count"": 280}]",CC0,doi:10.18112/openneuro.ds004448.v1.0.2
ds004457,0,0,0,,Unknown,Unknown,0,Unknown,11705318065.0,openneuro,Electrical stimulation of temporal and limbic circuitry produces distinct responses in human ventral temporal cortex,['ieeg'],"[{""val"": null, ""count"": 1654}, {""val"": 178, ""count"": 1}, {""val"": 206, ""count"": 1}, {""val"": 194, ""count"": 1}, {""val"": 192, ""count"": 1}, {""val"": 135, ""count"": 1}]","[{""val"": null, ""count"": 1654}, {""val"": 2048.0, ""count"": 5}]",CC0,doi:10.18112/openneuro.ds004457.v1.0.1
ds004460,0,0,0,,Unknown,Unknown,0,Unknown,63428693430.0,openneuro,EEG and motion capture data set for a full-body/joystick rotation task,eeg,"[{""val"": 160, ""count"": 40}]","[{""val"": 1000.0, ""count"": 40}]",CC0,doi:10.18112/openneuro.ds004460.v1.1.0
ds004473,0,0,0,,Unknown,Unknown,0,Unknown,6767566336.0,openneuro,sEEG Forced Two-Choice Task,ieeg,"[{""val"": 129, ""count"": 8}]","[{""val"": 999.4121105232217, ""count"": 8}]",CC0,doi:10.18112/openneuro.ds004473.v1.0.2
ds004475,0,0,0,,Unknown,Unknown,0,Unknown,52115324993.0,openneuro,Mobile EEG split-belt walking study,eeg,"[{""val"": 260, ""count"": 5}, {""val"": 250, ""count"": 3}, {""val"": 263, ""count"": 3}, {""val"": 255, ""count"": 3}, {""val"": 257, ""count"": 3}, {""val"": 258, ""count"": 3}, {""val"": 259, ""count"": 2}, {""val"": 256, ""count"": 1}, {""val"": 249, ""count"": 1}, {""val"": 254, ""count"": 1}, {""val"": 265, ""count"": 1}, {""val"": 252, ""count"": 1}, {""val"": 261, ""count"": 1}, {""val"": 253, ""count"": 1}, {""val"": 262, ""count"": 1}]","[{""val"": 512.0, ""count"": 30}]",CC0,doi:10.18112/openneuro.ds004475.v1.0.3
ds004477,0,0,0,,Unknown,Unknown,0,Unknown,23989925051.0,openneuro,PES - Pandemic Emergency Scenario,eeg,"[{""val"": 80, ""count"": 9}]","[{""val"": 2048.0, ""count"": 9}]",CC0,doi:10.18112/openneuro.ds004477.v1.0.2
ds004483,0,0,0,,Unknown,Unknown,0,Unknown,25146610011.0,openneuro,ABSeqMEG,meg,"[{""val"": 396, ""count"": 263}, {""val"": null, ""count"": 19}]","[{""val"": 250.0, ""count"": 263}, {""val"": null, ""count"": 19}]",CC0,doi:10.18112/openneuro.ds004483.v1.0.0
ds004502,0,0,0,,Unknown,Unknown,0,Unknown,63830230643.0,openneuro,Anticipatory differences between Attention and Expectation,['eeg'],"[{""val"": 63, ""count"": 44}, {""val"": 65, ""count"": 4}]","[{""val"": 1000.0, ""count"": 44}, {""val"": 500.0, ""count"": 4}]",CC0,doi:10.18112/openneuro.ds004502.v1.0.1
ds004504,0,0,0,,Unknown,Unknown,0,Unknown,2829897024.0,openneuro,"A dataset of EEG recordings from: Alzheimer's disease, Frontotemporal dementia and Healthy subjects",eeg,"[{""val"": 19, ""count"": 88}]","[{""val"": 500.0, ""count"": 88}]",CC0,doi:10.18112/openneuro.ds004504.v1.0.8
ds004505,0,0,0,,Unknown,Unknown,0,Unknown,37123164373.0,openneuro,Real World Table Tennis,eeg,"[{""val"": 313, ""count"": 13}, {""val"": 270, ""count"": 4}, {""val"": 299, ""count"": 2}, {""val"": 312, ""count"": 2}, {""val"": 303, ""count"": 1}, {""val"": 326, ""count"": 1}, {""val"": 340, ""count"": 1}, {""val"": 327, ""count"": 1}]","[{""val"": 250.0, ""count"": 25}]",CC0,doi:10.18112/openneuro.ds004505.v1.0.4
ds004511,0,0,0,,Unknown,Unknown,0,Unknown,217194708760.0,openneuro,Deception_data,eeg,"[{""val"": 139, ""count"": 134}]","[{""val"": 3000.0, ""count"": 134}]",CC0,doi:10.18112/openneuro.ds004511.v1.0.2
ds004514,0,0,0,,Unknown,Unknown,0,Unknown,25930603322.0,openneuro,Simultaneous EEG and fNIRS recordings for semantic decoding of imagined animals and tools,eeg,"[{""val"": 80, ""count"": 12}, {""val"": 22, ""count"": 6}, {""val"": 28, ""count"": 6}]","[{""val"": 2048.0, ""count"": 12}, {""val"": 7.8125, ""count"": 6}, {""val"": 8.928571428571429, ""count"": 6}]",CC0,doi:10.18112/openneuro.ds004514.v1.1.2
ds004515,0,0,0,,Unknown,Unknown,0,Unknown,10177195129.0,openneuro,EEG: Alcohol imagery reinforcement learning task with light and heavy drinker participants,eeg,"[{""val"": 66, ""count"": 54}]","[{""val"": 500.0, ""count"": 54}]",CC0,doi:10.18112/openneuro.ds004515.v1.0.0
ds004517,0,0,0,,Unknown,Unknown,0,Unknown,13610005494.0,openneuro,EEG recordings for semantic decoding of imagined animals and tools during auditory imagery task,eeg,"[{""val"": 80, ""count"": 7}]","[{""val"": 2048.0, ""count"": 7}]",CC0,doi:10.18112/openneuro.ds004517.v1.0.2
ds004519,0,0,0,,Unknown,Unknown,0,Unknown,13486847571.0,openneuro,Internal selective attention is delayed by competition between endogenous and exogenous factors,eeg,"[{""val"": 62, ""count"": 40}]","[{""val"": 250.0, ""count"": 40}]",CC0,doi:10.18112/openneuro.ds004519.v1.0.1
ds004520,0,0,0,,Unknown,Unknown,0,Unknown,11175907697.0,openneuro,"Changes in behavioral priority influence the accessibility of working memory content - Experiment 2
",eeg,"[{""val"": 62, ""count"": 33}]","[{""val"": 250.0, ""count"": 33}]",CC0,doi:10.18112/openneuro.ds004520.v1.0.1
ds004521,0,0,0,,Unknown,Unknown,0,Unknown,11470005753.0,openneuro,Changes in behavioral priority influence the accessibility of working memory content - Experiment 1,eeg,"[{""val"": 62, ""count"": 34}]","[{""val"": 250.0, ""count"": 34}]",CC0,doi:10.18112/openneuro.ds004521.v1.0.1
ds004532,0,0,0,,Unknown,Unknown,0,Unknown,23367840317.0,openneuro,EEG: Probabilistic Selection Task (PST) + PST with Cabergoline Challenge,eeg,"[{""val"": 64, ""count"": 137}]","[{""val"": 500.0, ""count"": 137}]",CC0,doi:10.18112/openneuro.ds004532.v1.2.0
ds004551,0,0,0,,Unknown,Unknown,0,Unknown,74017379206.0,openneuro,"iEEG on children during slow wave sleep
",ieeg,"[{""val"": 128, ""count"": 82}, {""val"": 112, ""count"": 5}, {""val"": 118, ""count"": 3}, {""val"": 138, ""count"": 3}, {""val"": 134, ""count"": 2}, {""val"": 104, ""count"": 2}, {""val"": 142, ""count"": 2}, {""val"": 108, ""count"": 2}, {""val"": 110, ""count"": 2}, {""val"": 124, ""count"": 2}, {""val"": 122, ""count"": 2}, {""val"": 102, ""count"": 2}, {""val"": 130, ""count"": 2}, {""val"": 144, ""count"": 2}, {""val"": 148, ""count"": 2}, {""val"": 120, ""count"": 1}, {""val"": 116, ""count"": 1}, {""val"": 136, ""count"": 1}, {""val"": 84, ""count"": 1}, {""val"": 96, ""count"": 1}, {""val"": 106, ""count"": 1}, {""val"": 146, ""count"": 1}, {""val"": 132, ""count"": 1}, {""val"": 58, ""count"": 1}, {""val"": 126, ""count"": 1}]","[{""val"": 1000.0, ""count"": 125}]",CC0,doi:10.18112/openneuro.ds004551.v1.0.6
ds004554,0,0,0,,Unknown,Unknown,0,Unknown,9432071415.0,openneuro,Forced Picture Naming Task,eeg,"[{""val"": 99, ""count"": 16}]","[{""val"": 1000.0, ""count"": 16}]",CC0,doi:10.18112/openneuro.ds004554.v1.0.4
ds004561,0,0,0,,Unknown,Unknown,0,Unknown,104871731022.0,openneuro,Illusion of Agency over Electrically-Actuated Movements,eeg,"[{""val"": 64, ""count"": 23}]","[{""val"": 10000.0, ""count"": 23}]",CC0,doi:10.18112/openneuro.ds004561.v1.0.0
ds004563,0,0,0,,Unknown,Unknown,0,Unknown,108333359388.0,openneuro,Vicarious touch: overlapping neural patterns between seeing and feeling touch,eeg,"[{""val"": 64, ""count"": 119}]","[{""val"": 2048.0, ""count"": 119}]",CC0,doi:10.18112/openneuro.ds004563.v1.0.1
ds004572,0,0,0,,Unknown,Unknown,0,Unknown,46776268496.0,openneuro,The effects of sham hypnosis techniques,eeg,"[{""val"": 61, ""count"": 516}]","[{""val"": 1000.0, ""count"": 516}]",CC0,doi:10.18112/openneuro.ds004572.v1.3.1
ds004574,0,0,0,,Unknown,Unknown,0,Unknown,14469987580.0,openneuro,Cross-modal Oddball Task.,eeg,"[{""val"": 63, ""count"": 116}, {""val"": 64, ""count"": 29}, {""val"": 66, ""count"": 1}]","[{""val"": 500.0, ""count"": 146}]",CC0,doi:10.18112/openneuro.ds004574.v1.0.0
ds004577,0,0,0,,Unknown,Unknown,0,Unknown,684369909.0,openneuro,Dataset containing resting EEG for a sample of 103 normal infants in the first year of life,eeg,"[{""val"": 19, ""count"": 106}, {""val"": 24, ""count"": 23}, {""val"": 21, ""count"": 1}]","[{""val"": 200.0, ""count"": 130}]",CC0,doi:10.18112/openneuro.ds004577.v1.0.1
ds004579,0,0,0,,Unknown,Unknown,0,Unknown,25896737364.0,openneuro,Interval Timing Task,eeg,"[{""val"": 63, ""count"": 110}, {""val"": 64, ""count"": 28}, {""val"": 66, ""count"": 1}]","[{""val"": 500.0, ""count"": 139}]",CC0,doi:10.18112/openneuro.ds004579.v1.0.0
ds004580,0,0,0,,Unknown,Unknown,0,Unknown,17008438192.0,openneuro,Simon-conflict Task.,eeg,"[{""val"": 63, ""count"": 118}, {""val"": 64, ""count"": 28}, {""val"": 66, ""count"": 1}]","[{""val"": 500.0, ""count"": 147}]",CC0,doi:10.18112/openneuro.ds004580.v1.0.0
ds004582,0,0,0,,Unknown,Unknown,0,Unknown,315915939030.0,openneuro,FakeFaceEmo_data,eeg,"[{""val"": 64, ""count"": 73}]","[{""val"": 10000.0, ""count"": 73}]",CC0,doi:10.18112/openneuro.ds004582.v1.0.0
ds004584,0,0,0,,Unknown,Unknown,0,Unknown,3078216426.0,openneuro,Rest eyes open,eeg,"[{""val"": 63, ""count"": 119}, {""val"": 64, ""count"": 29}, {""val"": 66, ""count"": 1}]","[{""val"": 500.0, ""count"": 149}]",CC0,doi:10.18112/openneuro.ds004584.v1.0.0
ds004587,0,0,0,,Unknown,Unknown,0,Unknown,235517890332.0,openneuro,IllusionGameEEG_data,eeg,"[{""val"": 64, ""count"": 114}]","[{""val"": 10000.0, ""count"": 114}]",CC0,doi:10.18112/openneuro.ds004587.v1.0.0
ds004588,0,0,0,,Unknown,Unknown,0,Unknown,560003959.0,openneuro,Neuma,eeg,"[{""val"": 24, ""count"": 42}]","[{""val"": 300.0, ""count"": 42}]",CC0,doi:10.18112/openneuro.ds004588.v1.2.0
ds004595,0,0,0,,Unknown,Unknown,0,Unknown,8390886212.0,openneuro,EEG: RL Task (3-Armed Bandit) with alcohol cues in hazardous drinkers and ctls,eeg,"[{""val"": 66, ""count"": 53}]","[{""val"": 500.0, ""count"": 53}]",CC0,doi:10.18112/openneuro.ds004595.v1.0.0
ds004598,0,0,0,,Unknown,Unknown,0,Unknown,10673023391.0,openneuro,LFP during linear track in 6-month old TgF344-AD rats,eeg,"[{""val"": null, ""count"": 20}]","[{""val"": 10000.0, ""count"": 20}]",CC0,doi:10.18112/openneuro.ds004598.v1.0.0
ds004602,0,0,0,,Unknown,Unknown,0,Unknown,79371067432.0,openneuro,Registerd Replication Report of ERN/Pe Psychometrics,['eeg'],"[{""val"": 129, ""count"": 546}]","[{""val"": 500.0, ""count"": 501}, {""val"": 250.0, ""count"": 45}]",CC0,doi:10.18112/openneuro.ds004602.v1.0.1
ds004603,0,0,0,,Unknown,Unknown,0,Unknown,29391618186.0,openneuro,Visual Attribute-Specific Contextual Trajectory Paradigm,eeg,"[{""val"": 65, ""count"": 37}]","[{""val"": 1024.0, ""count"": 37}]",CC0,doi:10.18112/openneuro.ds004603.v1.1.0
ds004621,0,0,0,,Unknown,Unknown,0,Unknown,83086874697.0,openneuro,The Nencki-Symfonia EEG/ERP dataset,eeg,"[{""val"": 127, ""count"": 167}]","[{""val"": 1000.0, ""count"": 167}]",CC0,doi:10.18112/openneuro.ds004621.v1.0.4
ds004624,0,0,0,,Unknown,Unknown,0,Unknown,20739089774.0,openneuro,Intracranial recordings using BCI2000 and the CorTec BrainInterchange,['ieeg'],"[{""val"": null, ""count"": 1454}, {""val"": 36, ""count"": 363}, {""val"": 34, ""count"": 234}, {""val"": 39, ""count"": 17}]","[{""val"": null, ""count"": 1454}, {""val"": 1000.0, ""count"": 614}]",CC0,doi:10.18112/openneuro.ds004624.v2.0.0
ds004625,0,0,0,,Unknown,Unknown,0,Unknown,67068941232.0,openneuro,Mind in Motion Young Adults Walking Over Uneven Terrain,eeg,"[{""val"": 284, ""count"": 323}, {""val"": 310, ""count"": 187}, {""val"": 375, ""count"": 33}]","[{""val"": 500.0, ""count"": 543}]",CC0,doi:10.18112/openneuro.ds004625.v1.0.2
ds004626,0,0,0,,Unknown,Unknown,0,Unknown,21336340983.0,openneuro,Can we dissociate hypervigilance to social threats from altered perceptual decision-making processes in lonely individuals? An exploration with Drift Diffusion Modelling and event-related potentials.,['eeg'],"[{""val"": 68, ""count"": 52}]","[{""val"": 1000.0, ""count"": 52}]",CC0,doi:10.18112/openneuro.ds004626.v1.0.2
